,model,ndcg,metric,hybrid
19718,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,l2,yes
19719,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19720,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19721,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19722,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19723,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19724,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19725,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
19726,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
19727,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
19728,sentence-transformers/all-MiniLM-L6-v2,0.46533827903669644,cosine,yes
19729,sentence-transformers/all-MiniLM-L6-v2,0.46533827903669644,ip,yes
19730,sentence-transformers/all-MiniLM-L6-v2,0.46533827903669644,l2,yes
19731,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19732,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19733,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19734,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19735,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19736,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19737,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19738,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19739,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19740,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,cosine,yes
19741,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,ip,yes
19742,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,l2,yes
19743,sentence-transformers/all-MiniLM-L6-v2,0.46533827903669644,cosine,yes
19744,sentence-transformers/all-MiniLM-L6-v2,0.46533827903669644,ip,yes
19745,sentence-transformers/all-MiniLM-L6-v2,0.46533827903669644,l2,yes
19746,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19747,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19748,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19749,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19750,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19751,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19752,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
19753,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
19754,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
19755,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
19756,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
19757,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
19758,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19759,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19760,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19761,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,cosine,yes
19762,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,ip,yes
19763,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,l2,yes
19764,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19765,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19766,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19767,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19768,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19769,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19770,sentence-transformers/all-MiniLM-L6-v2,0.5,cosine,yes
19771,sentence-transformers/all-MiniLM-L6-v2,0.5,ip,yes
19772,sentence-transformers/all-MiniLM-L6-v2,0.5,l2,yes
19773,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19774,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19775,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19776,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,cosine,yes
19777,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,ip,yes
19778,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,l2,yes
19779,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
19780,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
19781,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
19782,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19783,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19784,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19785,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19786,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19787,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19788,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19789,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19790,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19791,sentence-transformers/all-MiniLM-L6-v2,0.5,cosine,yes
19792,sentence-transformers/all-MiniLM-L6-v2,0.5,ip,yes
19793,sentence-transformers/all-MiniLM-L6-v2,0.5,l2,yes
19794,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19795,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19796,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19797,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
19798,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
19799,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
19800,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19801,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19802,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19803,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19804,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19805,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19806,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
19807,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
19808,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
19809,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
19810,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
19811,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
19812,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19813,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19814,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19815,sentence-transformers/all-MiniLM-L6-v2,0.5,cosine,yes
19816,sentence-transformers/all-MiniLM-L6-v2,0.5,ip,yes
19817,sentence-transformers/all-MiniLM-L6-v2,0.5,l2,yes
19818,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
19819,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
19820,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
19821,sentence-transformers/all-MiniLM-L6-v2,0.0,cosine,yes
19822,sentence-transformers/all-MiniLM-L6-v2,0.0,ip,yes
19823,sentence-transformers/all-MiniLM-L6-v2,0.0,l2,yes
19824,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19825,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19826,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19827,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19828,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19829,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19830,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19831,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19832,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19833,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19834,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19835,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19836,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19837,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19838,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19839,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
19840,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
19841,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
19842,sentence-transformers/all-MiniLM-L6-v2,0.6404015779112125,cosine,yes
19843,sentence-transformers/all-MiniLM-L6-v2,0.6404015779112125,ip,yes
19844,sentence-transformers/all-MiniLM-L6-v2,0.6404015779112125,l2,yes
19845,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19846,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19847,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19848,sentence-transformers/all-MiniLM-L6-v2,0.6309297535714573,cosine,yes
19849,sentence-transformers/all-MiniLM-L6-v2,0.6309297535714573,ip,yes
19850,sentence-transformers/all-MiniLM-L6-v2,0.6309297535714573,l2,yes
19851,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19852,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19853,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19854,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
19855,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
19856,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
19857,sentence-transformers/all-MiniLM-L6-v2,0.28906482631788766,cosine,yes
19858,sentence-transformers/all-MiniLM-L6-v2,0.28906482631788766,ip,yes
19859,sentence-transformers/all-MiniLM-L6-v2,0.28906482631788766,l2,yes
19860,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19861,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19862,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19863,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19864,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19865,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19866,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19867,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19868,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19869,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,cosine,yes
19870,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,ip,yes
19871,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,l2,yes
19872,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19873,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19874,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19875,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19876,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19877,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19878,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19879,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19880,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19881,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19882,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19883,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19884,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19885,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19886,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19887,sentence-transformers/all-MiniLM-L6-v2,0.5654648767857287,cosine,yes
19888,sentence-transformers/all-MiniLM-L6-v2,0.5654648767857287,ip,yes
19889,sentence-transformers/all-MiniLM-L6-v2,0.5654648767857287,l2,yes
19890,sentence-transformers/all-MiniLM-L6-v2,0.371529997171282,cosine,yes
19891,sentence-transformers/all-MiniLM-L6-v2,0.371529997171282,ip,yes
19892,sentence-transformers/all-MiniLM-L6-v2,0.371529997171282,l2,yes
19893,sentence-transformers/all-MiniLM-L6-v2,0.0,cosine,yes
19894,sentence-transformers/all-MiniLM-L6-v2,0.0,ip,yes
19895,sentence-transformers/all-MiniLM-L6-v2,0.0,l2,yes
19896,sentence-transformers/all-MiniLM-L6-v2,0.40876468265396726,cosine,yes
19897,sentence-transformers/all-MiniLM-L6-v2,0.40876468265396726,ip,yes
19898,sentence-transformers/all-MiniLM-L6-v2,0.40876468265396726,l2,yes
19899,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19900,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19901,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19902,sentence-transformers/all-MiniLM-L6-v2,0.6309297535714573,cosine,yes
19903,sentence-transformers/all-MiniLM-L6-v2,0.6309297535714573,ip,yes
19904,sentence-transformers/all-MiniLM-L6-v2,0.6309297535714573,l2,yes
19905,sentence-transformers/all-MiniLM-L6-v2,0.5,cosine,yes
19906,sentence-transformers/all-MiniLM-L6-v2,0.5,ip,yes
19907,sentence-transformers/all-MiniLM-L6-v2,0.5,l2,yes
19908,sentence-transformers/all-MiniLM-L6-v2,0.6309297535714573,cosine,yes
19909,sentence-transformers/all-MiniLM-L6-v2,0.6309297535714573,ip,yes
19910,sentence-transformers/all-MiniLM-L6-v2,0.6309297535714573,l2,yes
19911,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19912,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19913,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19914,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19915,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19916,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19917,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
19918,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
19919,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
19920,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19921,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19922,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19923,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19924,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19925,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19926,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
19927,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
19928,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
19929,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19930,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19931,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19932,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
19933,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
19934,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
19935,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19936,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19937,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19938,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
19939,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
19940,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
19941,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
19942,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
19943,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
19944,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,cosine,yes
19945,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,ip,yes
19946,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,l2,yes
19947,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19948,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19949,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19950,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19951,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19952,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19953,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19954,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19955,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19956,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19957,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19958,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19959,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19960,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19961,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19962,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19963,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19964,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19965,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
19966,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
19967,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
19968,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19969,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19970,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19971,sentence-transformers/all-MiniLM-L6-v2,0.5896918237758784,cosine,yes
19972,sentence-transformers/all-MiniLM-L6-v2,0.5896918237758784,ip,yes
19973,sentence-transformers/all-MiniLM-L6-v2,0.5896918237758784,l2,yes
19974,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
19975,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
19976,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
19977,sentence-transformers/all-MiniLM-L6-v2,0.5,cosine,yes
19978,sentence-transformers/all-MiniLM-L6-v2,0.5,ip,yes
19979,sentence-transformers/all-MiniLM-L6-v2,0.5,l2,yes
19980,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
19981,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
19982,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
19983,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,cosine,yes
19984,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,ip,yes
19985,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,l2,yes
19986,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
19987,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
19988,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
19989,sentence-transformers/all-MiniLM-L6-v2,0.3447702602206779,cosine,yes
19990,sentence-transformers/all-MiniLM-L6-v2,0.3447702602206779,ip,yes
19991,sentence-transformers/all-MiniLM-L6-v2,0.3447702602206779,l2,yes
19992,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
19993,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
19994,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
19995,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
19996,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
19997,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
19998,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
19999,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
20000,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
20001,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
20002,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
20003,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
20004,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
20005,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
20006,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
20007,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
20008,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
20009,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
20010,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
20011,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
20012,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
20013,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
20014,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
20015,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
20016,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
20017,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
20018,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
20019,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,cosine,yes
20020,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,ip,yes
20021,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,l2,yes
20022,sentence-transformers/all-MiniLM-L6-v2,0.3587977758919658,cosine,yes
20023,sentence-transformers/all-MiniLM-L6-v2,0.3587977758919658,ip,yes
20024,sentence-transformers/all-MiniLM-L6-v2,0.3587977758919658,l2,yes
20025,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
20026,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
20027,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
20028,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
20029,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
20030,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
20031,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
20032,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
20033,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
20034,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
20035,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
20036,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
20037,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
20038,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
20039,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
20040,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
20041,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
20042,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
20043,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
20044,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
20045,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
20046,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
20047,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
20048,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
20049,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
20050,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
20051,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
20052,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
20053,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
20054,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
20055,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
20056,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
20057,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
20058,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
20059,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
20060,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
20061,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
20062,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
20063,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
20064,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
20065,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
20066,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
20067,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
20068,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
20069,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
20070,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
20071,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
20072,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
20073,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
20074,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
20075,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
20076,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
20077,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
20078,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
20079,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
20080,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
20081,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
20082,sentence-transformers/all-MiniLM-L6-v2,0.6309297535714573,cosine,yes
20083,sentence-transformers/all-MiniLM-L6-v2,0.6309297535714573,ip,yes
20084,sentence-transformers/all-MiniLM-L6-v2,0.6309297535714573,l2,yes
20085,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
20086,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
20087,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
20088,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
20089,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
20090,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
20091,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
